bnumber	dbname	dbid
b1069	GeneID	945487
b1070	UniProtKB/Swiss-Prot	P43533
b1070	ASAP	ABE-0003632
b1070	ECOCYC	G6562
b1070	GeneID	945634
b1071	UniProtKB/Swiss-Prot	P0AEM4
b1071	ASAP	ABE-0003634
b1071	ECOCYC	G369
b1071	GeneID	946684
b1072	UniProtKB/Swiss-Prot	P75933
b1072	ASAP	ABE-0003637
b1072	ECOCYC	G357
b1072	GeneID	946300
b1073	UniProtKB/Swiss-Prot	P0ABW9
b1073	ASAP	ABE-0003641
b1073	ECOCYC	G358
b1073	GeneID	945678
b1074	UniProtKB/Swiss-Prot	P0ABX2
b1074	ASAP	ABE-0003643
b1074	ECOCYC	G359
b1074	GeneID	946687
b1075	UniProtKB/Swiss-Prot	P75936
b1075	ASAP	ABE-0003645
b1075	ECOCYC	G360
b1075	GeneID	945813
b1076	UniProtKB/Swiss-Prot	P75937
b1076	ASAP	ABE-0003647
b1076	ECOCYC	G361
b1076	GeneID	945636
b1077	UniProtKB/Swiss-Prot	P75938
b1077	ASAP	ABE-0003649
b1077	ECOCYC	G362
b1077	GeneID	945639
b1078	UniProtKB/Swiss-Prot	P0ABX5
b1078	ASAP	ABE-0003652
b1078	ECOCYC	G363
b1078	GeneID	945647
b1079	UniProtKB/Swiss-Prot	P0A6S0
b1079	ASAP	ABE-0003654
b1079	ECOCYC	G364
b1079	GeneID	946996
b1080	UniProtKB/Swiss-Prot	P0A6S3
b1080	ASAP	ABE-0003656
b1080	ECOCYC	G365
b1080	GeneID	947534
b1081	UniProtKB/Swiss-Prot	P75942
b1081	ASAP	ABE-0003658
b1081	ECOCYC	G366
b1081	GeneID	947456
b1082	UniProtKB/Swiss-Prot	P33235
b1082	ASAP	ABE-0003660
b1082	ECOCYC	EG11967
b1082	GeneID	945648
b1083	UniProtKB/Swiss-Prot	P29744
b1083	ASAP	ABE-0003666
b1083	ECOCYC	EG11545
b1083	GeneID	945646
b1084	UniProtKB/Swiss-Prot	P21513
b1084	ASAP	ABE-0003668
b1084	ECOCYC	EG10859
b1084	GeneID	945641
b1085	UniProtKB/Swiss-Prot	P62066
b1085	ASAP	ABE-0003672
b1085	ECOCYC	G6563
b1085	GeneID	945640
b1086	UniProtKB/Swiss-Prot	P0AA39
b1086	ASAP	ABE-0003675
b1086	ECOCYC	EG11118
b1086	GeneID	945637
b1087	UniProtKB/Swiss-Prot	P0A729
b1087	ASAP	ABE-0003678
b1087	ECOCYC	EG11438
b1087	GeneID	945631
b1088	UniProtKB/Swiss-Prot	P0AB28
b1088	ASAP	ABE-0003684
b1088	ECOCYC	EG11119
b1088	GeneID	945650
b1089	UniProtKB/Swiss-Prot	P0A7N4
b1089	ASAP	ABE-0003686
b1089	ECOCYC	EG10890
b1089	GeneID	945657
b1090	UniProtKB/Swiss-Prot	P27247
b1090	ASAP	ABE-0003692
b1090	ECOCYC	EG11437
b1090	GeneID	946165
b1091	UniProtKB/Swiss-Prot	P0A6R0
b1091	ASAP	ABE-0003696
b1091	ECOCYC	EG10277
b1091	GeneID	946003
b1092	UniProtKB/Swiss-Prot	P0AAI9
b1092	ASAP	ABE-0003698
b1092	ECOCYC	EG11317
b1092	GeneID	945766
b1093	UniProtKB/Swiss-Prot	P0AEK2
b1093	ASAP	ABE-0003700
b1093	ECOCYC	EG11318
b1093	GeneID	945645
b1094	UniProtKB/Swiss-Prot	P0A6A8
b1094	ASAP	ABE-0003703
b1094	ECOCYC	EG50003
b1094	GeneID	944805
b1095	UniProtKB/Swiss-Prot	P0AAI5
b1095	ASAP	ABE-0003705
b1095	ECOCYC	EG12606
b1095	GeneID	946665
b1096	UniProtKB/Swiss-Prot	P28305
b1096	ASAP	ABE-0003709
b1096	ECOCYC	EG11493
b1096	GeneID	946647
b1097	UniProtKB/Swiss-Prot	P28306
b1097	ASAP	ABE-0003712
b1097	ECOCYC	EG11494
b1097	GeneID	945660
b1098	UniProtKB/Swiss-Prot	P0A720
b1098	ASAP	ABE-0003714
b1098	ECOCYC	EG12302
b1098	GeneID	945663
b1099	UniProtKB/Swiss-Prot	P28631
b1099	ASAP	ABE-0003716
b1099	ECOCYC	EG11500
b1099	GeneID	945661
b1100	UniProtKB/Swiss-Prot	P0AFQ7
b1100	ASAP	ABE-0003719
b1100	ECOCYC	EG12303
b1100	GeneID	945656
b1101	UniProtKB/Swiss-Prot	P69786
b1101	ASAP	ABE-0003722
b1101	ECOCYC	EG10787
b1101	GeneID	945651
b1102	UniProtKB/Swiss-Prot	P16869
b1102	ASAP	ABE-0003724
b1102	ECOCYC	EG10306
b1102	GeneID	945649
b1103	UniProtKB/Swiss-Prot	P0ACE7
b1103	ASAP	ABE-0003729
b1103	ECOCYC	EG12172
b1103	GeneID	948549
b1104	UniProtKB/Swiss-Prot	P75946
b1104	ASAP	ABE-0003731
b1104	ECOCYC	G6564
b1104	GeneID	948539
b1105	UniProtKB/Swiss-Prot	P0AB38
b1105	ASAP	ABE-0003733
b1105	ECOCYC	G6565
b1105	GeneID	948536
b1106	UniProtKB/Swiss-Prot	P75948
b1106	ASAP	ABE-0003735
b1106	ECOCYC	G6566
b1106	GeneID	948525
b1107	UniProtKB/Swiss-Prot	P75949
b1107	ASAP	ABE-0003737
b1107	ECOCYC	G6567
b1107	GeneID	945671
b1108	UniProtKB/Swiss-Prot	P0A8E1
b1108	ASAP	ABE-0003740
b1108	ECOCYC	G6568
b1108	GeneID	945676
b1109	UniProtKB/Swiss-Prot	P00393
b1109	ASAP	ABE-0003746
b1109	ECOCYC	EG10649
b1109	GeneID	946792
b1110	UniProtKB/Swiss-Prot	P0AB35
b1110	ASAP	ABE-0003752
b1110	ECOCYC	EG12444
b1110	GeneID	945977
b1111	UniProtKB/Swiss-Prot	P75952
b1111	ASAP	ABE-0003754
b1111	ECOCYC	G6569
b1111	GeneID	947425
b1112	UniProtKB/Swiss-Prot	P0AB40
b1112	ASAP	ABE-0003758
b1112	ECOCYC	G6570
b1112	GeneID	945492
b1113	UniProtKB/Swiss-Prot	P75954
b1113	ASAP	ABE-0003760
b1113	ECOCYC	G6571
b1113	GeneID	945666
b1114	UniProtKB/Swiss-Prot	P30958
b1114	ASAP	ABE-0003763
b1114	ECOCYC	EG11619
b1114	GeneID	945681
b1115	UniProtKB/Swiss-Prot	P75955
b1115	ASAP	ABE-0003767
b1115	ECOCYC	G6572
b1115	GeneID	945679
b1116	UniProtKB/Swiss-Prot	P0ADC3
b1116	ASAP	ABE-0003772
b1116	ECOCYC	G6573
b1116	GeneID	945673
b1117	UniProtKB/Swiss-Prot	P75957
b1117	ASAP	ABE-0003774
b1117	ECOCYC	G6574
b1117	GeneID	945670
b1118	UniProtKB/Swiss-Prot	P75958
b1118	ASAP	ABE-0003776
b1118	ECOCYC	G6575
b1118	GeneID	945665
b1119	UniProtKB/Swiss-Prot	P75959
b1119	ASAP	ABE-0003778
b1119	ECOCYC	G6576
b1119	GeneID	945664
b1120	UniProtKB/Swiss-Prot	P75960-1
b1120	ASAP	ABE-0003781
b1120	ECOCYC	G6577
b1120	GeneID	945687
b1120	UniProtKB/Swiss-Prot	P75960-2
b1120	ASAP	ABE-0003781
b1120	ECOCYC	G6577
b1120	GeneID	945687
b1121	UniProtKB/Swiss-Prot	P75961
b1121	ASAP	ABE-0003784
b1121	ECOCYC	G6578
b1121	GeneID	945685
b1122	UniProtKB/Swiss-Prot	P75962
b1122	ASAP	ABE-0003786
b1122	ECOCYC	G6579
b1122	GeneID	945684
b1123	UniProtKB/Swiss-Prot	P0AFK9
b1123	ASAP	ABE-0003789
b1123	ECOCYC	EG10752
b1123	GeneID	945682
b1124	UniProtKB/Swiss-Prot	P0AFK6
b1124	ASAP	ABE-0003791
b1124	ECOCYC	EG10751
b1124	GeneID	945691
b1125	UniProtKB/Swiss-Prot	P0AFK4
b1125	ASAP	ABE-0003794
b1125	ECOCYC	EG10750
b1125	GeneID	945692
b1126	UniProtKB/Swiss-Prot	P69874
b1126	ASAP	ABE-0003796
b1126	ECOCYC	EG10749
b1126	GeneID	946323
b1127	UniProtKB/Swiss-Prot	P29745
b1127	ASAP	ABE-0003800
b1127	ECOCYC	EG11549
b1127	GeneID	946333
b1128	UniProtKB/Swiss-Prot	P27431
b1128	ASAP	ABE-0003802
b1128	ECOCYC	EG11430
b1128	GeneID	945391
b1129	UniProtKB/Swiss-Prot	P23837
b1129	ASAP	ABE-0003805
b1129	ECOCYC	EG10732
b1129	GeneID	946326
b1130	UniProtKB/Swiss-Prot	P23836
b1130	ASAP	ABE-0003807
b1130	ECOCYC	EG10731
b1130	GeneID	945697
b1131	UniProtKB/Swiss-Prot	P0AB89
b1131	ASAP	ABE-0003810
b1131	ECOCYC	EG11314
b1131	GeneID	945695
b1132	UniProtKB/Swiss-Prot	P25746
b1132	ASAP	ABE-0003812
b1132	ECOCYC	EG11345
b1132	GeneID	945693
b1133	UniProtKB/Swiss-Prot	P25745
b1133	ASAP	ABE-0003815
b1133	ECOCYC	EG11344
b1133	GeneID	945690
b1134	UniProtKB/Swiss-Prot	P0AEI6
b1134	ASAP	ABE-0003818
b1134	ECOCYC	G6580
b1134	GeneID	945689
b1135	UniProtKB/Swiss-Prot	P75966
b1135	ASAP	ABE-0003820
b1135	ECOCYC	G6581
b1135	GeneID	945701
b1136	UniProtKB/Swiss-Prot	P08200
b1136	ASAP	ABE-0003823
b1136	ECOCYC	EG10489
b1136	GeneID	945702
b1137	UniProtKB/Swiss-Prot	P75967
b1137	ASAP	ABE-0003825
b1137	ECOCYC	G6582
b1137	GeneID	945329
b1138	UniProtKB/Swiss-Prot	P75968
b1138	ASAP	ABE-0003827
b1138	ECOCYC	G6583
b1138	GeneID	946722
b1139	UniProtKB/Swiss-Prot	P11072
b1139	ASAP	ABE-0003834
b1139	ECOCYC	EG10535
b1139	GeneID	948421
b1140	UniProtKB/Swiss-Prot	P75969
b1140	ASAP	ABE-0003836
b1140	ECOCYC	EG12370
b1140	GeneID	948034
b1141	UniProtKB/Swiss-Prot	P75970
b1141	ASAP	ABE-0003838
b1141	ECOCYC	G6585
b1141	GeneID	945705
b1142	UniProtKB/Swiss-Prot	P75971
b1142	ASAP	ABE-0003841
b1142	ECOCYC	G6586
b1142	GeneID	945706
b1143	UniProtKB/Swiss-Prot	P75972
b1143	ASAP	ABE-0003846
b1143	ECOCYC	G6587
b1143	GeneID	945712
b1144	UniProtKB/Swiss-Prot	P75973
b1144	ASAP	ABE-0003848
b1144	ECOCYC	G6588
b1144	GeneID	945718
b1145	UniProtKB/Swiss-Prot	P75974
b1145	ASAP	ABE-0003851
b1145	ECOCYC	G6589
b1145	GeneID	945719
b1146	UniProtKB/Swiss-Prot	P75975
b1146	ASAP	ABE-0003856
b1146	ECOCYC	G6590
b1146	GeneID	945720
b1147	UniProtKB/Swiss-Prot	P75976
b1147	ASAP	ABE-0003860
b1147	ECOCYC	G6591
b1147	GeneID	945717
b1148	UniProtKB/Swiss-Prot	P75977
b1148	ASAP	ABE-0003862
b1148	ECOCYC	G6592
b1148	GeneID	945715
b1149	UniProtKB/Swiss-Prot	P75978
b1149	ASAP	ABE-0003865
b1149	ECOCYC	G6593
b1149	GeneID	945708
b1150	UniProtKB/Swiss-Prot	P75979
b1150	ASAP	ABE-0003868
b1150	ECOCYC	G6594
b1150	GeneID	945700
b1151	UniProtKB/Swiss-Prot	P75980
b1151	ASAP	ABE-0003870
b1151	ECOCYC	G6595
b1151	GeneID	945698
b1153	UniProtKB/Swiss-Prot	P75982
b1153	ASAP	ABE-0003874
b1153	ECOCYC	G6597
b1153	GeneID	945707
b1154	UniProtKB/Swiss-Prot	P45581
b1154	ASAP	ABE-0003876
b1154	ECOCYC	EG12877
b1154	GeneID	945726
b1155	UniProtKB/Swiss-Prot	P09154
b1155	ASAP	ABE-0003878
b1155	ECOCYC	G6598
b1155	GeneID	945724
b1156	UniProtKB/Swiss-Prot	P09153
b1156	ASAP	ABE-0003880
b1156	ECOCYC	EG11120
b1156	GeneID	945723
b1158	UniProtKB/Swiss-Prot	P03014
b1158	ASAP	ABE-0003888
b1158	ECOCYC	EG10737
b1158	GeneID	945721
b1159	UniProtKB/Swiss-Prot	P24200
b1159	ASAP	ABE-0003891
b1159	ECOCYC	EG10573
b1159	GeneID	945727
b1160	UniProtKB/Swiss-Prot	P75987
b1160	ASAP	ABE-0003893
b1160	ECOCYC	G6600
b1160	GeneID	945729
b4738	UniProtKB/Swiss-Prot	P0DPN8
b4738	ECOCYC	G0-16733
b4738	GeneID	38094949
b4739	UniProtKB/Swiss-Prot	P0DPN9
b4739	ECOCYC	G0-16734
b4739	GeneID	38094950
b1161	UniProtKB/Swiss-Prot	P75988
b1161	ASAP	ABE-0003897
b1161	ECOCYC	G6601
b1161	GeneID	945733
b1162	UniProtKB/Swiss-Prot	P75989
b1162	ASAP	ABE-0003900
b1162	ECOCYC	G6602
b1162	GeneID	945735
b1163	UniProtKB/Swiss-Prot	P75990
b1163	ASAP	ABE-0003903
b1163	ECOCYC	G6603
b1163	GeneID	947592
b1164	UniProtKB/Swiss-Prot	P75991
b1164	ASAP	ABE-0003907
b1164	ECOCYC	G6604
b1164	GeneID	945885
b1165	UniProtKB/Swiss-Prot	P75992
b1165	ASAP	ABE-0003909
b1165	ECOCYC	G6605
b1165	GeneID	948991
b1166	UniProtKB/Swiss-Prot	P75993
b1166	ECOCYC	G6606
b1166	GeneID	945340
b1167	UniProtKB/Swiss-Prot	P75994
b1167	ASAP	ABE-0003915
b1167	ECOCYC	G6607
b1167	GeneID	945090
b1168	UniProtKB/Swiss-Prot	P75995
b1168	ASAP	ABE-0003918
b1168	ECOCYC	G6608
b1168	GeneID	945738
b4520	UniProtKB/Swiss-Prot	P58034
b4520	ASAP	ABE-0285041
b4520	ECOCYC	G0-10261
b4520	GeneID	1450253
b1171	UniProtKB/Swiss-Prot	P0AB46
b1171	ASAP	ABE-0003926
b1171	ECOCYC	G6611
b1171	GeneID	945732
b1172	UniProtKB/Swiss-Prot	Q7DFV3
b1172	ASAP	ABE-0003928
b1172	ECOCYC	G6612
b1172	GeneID	945728
b4593	UniProtKB/Swiss-Prot	A5A611
b4593	ASAP	ABE-0285152
b4593	ECOCYC	G0-10589
b4593	GeneID	5061515
b4594	UniProtKB/Swiss-Prot	A5A612
b4594	ASAP	ABE-0285151
b4594	ECOCYC	G0-10590
b4594	GeneID	5061516
b1174	UniProtKB/Swiss-Prot	P0A734
b1174	ASAP	ABE-0003935
b1174	ECOCYC	EG10598
b1174	GeneID	945740
b1175	UniProtKB/Swiss-Prot	P0AEZ3
b1175	ASAP	ABE-0003938
b1175	ECOCYC	EG10597
b1175	GeneID	945741
b1176	UniProtKB/Swiss-Prot	P18196
b1176	ASAP	ABE-0003941
b1176	ECOCYC	EG10596
b1176	GeneID	945744
b1177	UniProtKB/Swiss-Prot	P76001
b1177	ASAP	ABE-0003946
b1177	ECOCYC	G6614
b1177	GeneID	946155
b1178	UniProtKB/Swiss-Prot	P76002
b1178	ASAP	ABE-0003948
b1178	ECOCYC	G6615
b1178	GeneID	946963
b1179	UniProtKB/Swiss-Prot	P0AB43
b1179	ASAP	ABE-0003954
b1179	ECOCYC	G6616
b1179	GeneID	946226
b1180	UniProtKB/Swiss-Prot	P76004
b1180	ASAP	ABE-0003957
b1180	ECOCYC	G6617
b1180	GeneID	946115
b1181	UniProtKB/Swiss-Prot	P0A8L5
b1181	ASAP	ABE-0003960
b1181	ECOCYC	G6618
b1181	GeneID	945804
b1182	UniProtKB/Swiss-Prot	P77335
b1182	ASAP	ABE-0003962
b1182	ECOCYC	G6619
b1182	GeneID	945745
b1183	UniProtKB/Swiss-Prot	P0AG11
b1183	ASAP	ABE-0003974
b1183	ECOCYC	EG11057
b1183	GeneID	945746
b1184	UniProtKB/Swiss-Prot	P04152
b1184	ASAP	ABE-0003977
b1184	ECOCYC	EG11056
b1184	GeneID	946359
b1185	UniProtKB/Swiss-Prot	P0A6M2
b1185	ASAP	ABE-0003979
b1185	ECOCYC	EG11393
b1185	GeneID	946344
b1186	UniProtKB/Swiss-Prot	P0AFA7
b1186	ASAP	ABE-0003984
b1186	ECOCYC	EG11392
b1186	GeneID	944822
b1187	UniProtKB/Swiss-Prot	P0A8V6
b1187	ASAP	ABE-0003988
b1187	ECOCYC	EG10281
b1187	GeneID	948652
b1188	UniProtKB/Swiss-Prot	P29013
b1188	ASAP	ABE-0003990
b1188	ECOCYC	EG11516
b1188	GeneID	946365
b1189	UniProtKB/Swiss-Prot	P0A6J5
b1189	ASAP	ABE-0003995
b1189	ECOCYC	EG11407
b1189	GeneID	945752
b1190	UniProtKB/Swiss-Prot	P29012
b1190	ASAP	ABE-0003997
b1190	ECOCYC	EG11408
b1190	GeneID	945754
b4740	UniProtKB/Swiss-Prot	P0DPO0
b4740	ASAP	ABE-0285759
b4740	ECOCYC	G0-16735
b4740	GeneID	38094951
b1191	UniProtKB/Swiss-Prot	P76007
b1191	ASAP	ABE-0003999
b1191	ECOCYC	G6620
b1191	GeneID	945755
b1192	UniProtKB/Swiss-Prot	P76008
b1192	ASAP	ABE-0004002
b1192	ECOCYC	G6621
b1192	GeneID	945756
b1193	UniProtKB/Swiss-Prot	P0C960
b1193	ASAP	ABE-0004006
b1193	ECOCYC	G6622
b1193	GeneID	945655
b1194	UniProtKB/Swiss-Prot	P76010
b1194	ASAP	ABE-0004009
b1194	ECOCYC	G6623
b1194	GeneID	947609
b1195	UniProtKB/Swiss-Prot	P76011
b1195	ASAP	ABE-0004014
b1195	ECOCYC	G6624
b1195	GeneID	945760
b1196	UniProtKB/Swiss-Prot	P76012
b1196	ASAP	ABE-0004019
b1196	ECOCYC	G6625
b1196	GeneID	945761
b1197	UniProtKB/Swiss-Prot	P13482
b1197	ASAP	ABE-0004021
b1197	ECOCYC	EG11017
b1197	GeneID	945757
b1198	UniProtKB/Swiss-Prot	P37349
b1198	ASAP	ABE-0004024
b1198	ECOCYC	EG12399
b1198	GeneID	945749
b1199	UniProtKB/Swiss-Prot	P76014
b1199	ASAP	ABE-0004026
b1199	ECOCYC	G6626
b1199	GeneID	945748
b1200	UniProtKB/Swiss-Prot	P76015
b1200	ASAP	ABE-0004029
b1200	ECOCYC	G6627
b1200	GeneID	945747
b1201	UniProtKB/Swiss-Prot	P76016
b1201	ASAP	ABE-0004033
b1201	ECOCYC	G6628
b1201	GeneID	945743
b1202	UniProtKB/Swiss-Prot	P76017
b1202	ASAP	ABE-0004035
b1202	ECOCYC	G6629
b1202	GeneID	945767
b1203	UniProtKB/Swiss-Prot	P0ABU2
b1203	ASAP	ABE-0004038
b1203	ECOCYC	EG11404
b1203	GeneID	945769
b1204	UniProtKB/Swiss-Prot	P0A7D1
b1204	ASAP	ABE-0004043
b1204	ECOCYC	EG10785
b1204	GeneID	945765
b1205	UniProtKB/Swiss-Prot	P0AB49
b1205	ASAP	ABE-0004049
b1205	ECOCYC	EG11533
b1205	GeneID	945762
b1206	UniProtKB/Swiss-Prot	P0AFR2
b1206	ASAP	ABE-0004051
b1206	ECOCYC	EG12392
b1206	GeneID	945770
b1207	UniProtKB/Swiss-Prot	P0A717
b1207	ASAP	ABE-0004054
b1207	ECOCYC	EG10774
b1207	GeneID	945772
b1208	UniProtKB/Swiss-Prot	P62615
b1208	ASAP	ABE-0004056
b1208	ECOCYC	EG11294
b1208	GeneID	945774
b1209	UniProtKB/Swiss-Prot	P61320
b1209	ASAP	ABE-0004059
b1209	ECOCYC	EG11293
b1209	GeneID	945775
b1210	UniProtKB/Swiss-Prot	P0A6X1
b1210	ASAP	ABE-0004064
b1210	ECOCYC	EG10427
b1210	GeneID	945777
b1211	UniProtKB/Swiss-Prot	P0A7I0
b1211	ASAP	ABE-0004066
b1211	ECOCYC	EG10761
b1211	GeneID	949002
b1212	UniProtKB/Swiss-Prot	P0ACC1
b1212	ASAP	ABE-0004068
b1212	ECOCYC	EG12424
b1212	GeneID	945779
b1213	UniProtKB/Swiss-Prot	Q46755
b1213	ASAP	ABE-0004071
b1213	ECOCYC	G6630
b1213	GeneID	945781
b1214	UniProtKB/Swiss-Prot	P0AGM5
b1214	ASAP	ABE-0004074
b1214	ECOCYC	EG11251
b1214	GeneID	945784
b1215	UniProtKB/Swiss-Prot	P0A715
b1215	ASAP	ABE-0004077
b1215	ECOCYC	EG10518
b1215	GeneID	945785
b4419	UniProtKB/Swiss-Prot	P0DPD0
b4419	ASAP	ABE-0047280
b4419	ECOCYC	G0-9602
b4419	GeneID	2847733
b4421	UniProtKB/Swiss-Prot	Q6BF87
b4421	ASAP	ABE-0047281
b4421	ECOCYC	G0-9605
b4421	GeneID	2847735
b4423	UniProtKB/Swiss-Prot	P0DPD1
b4423	ASAP	ABE-0047282
b4423	ECOCYC	G0-9607
b4423	GeneID	2847775
b1216	UniProtKB/Swiss-Prot	P31801
b1216	ASAP	ABE-0004082
b1216	ECOCYC	EG11753
b1216	GeneID	945790
b1217	UniProtKB/Swiss-Prot	P0AE63
b1217	ASAP	ABE-0004087
b1217	ECOCYC	EG12402
b1217	GeneID	945792
b1218	UniProtKB/Swiss-Prot	P39163
b1218	ASAP	ABE-0004089
b1218	ECOCYC	EG12403
b1218	GeneID	945793
b1219	UniProtKB/Swiss-Prot	P0AB52
b1219	ASAP	ABE-0004091
b1219	ECOCYC	EG12404
b1219	GeneID	945794
b1220	UniProtKB/Swiss-Prot	P39165
b1220	ASAP	ABE-0004095
b1220	ECOCYC	EG12405
b1220	GeneID	945801
b1221	UniProtKB/Swiss-Prot	P0AF28
b1221	ASAP	ABE-0004097
b1221	ECOCYC	EG10643
b1221	GeneID	945795
b1222	UniProtKB/Swiss-Prot	P0AFA2
b1222	ASAP	ABE-0004099
b1222	ECOCYC	EG10646
b1222	GeneID	945788
b1223	UniProtKB/Swiss-Prot	P10903
b1223	ASAP	ABE-0004111
b1223	ECOCYC	EG10642
b1223	GeneID	945783
b1224	UniProtKB/Swiss-Prot	P09152
b1224	ASAP	ABE-0004119
b1224	ECOCYC	EG10638
b1224	GeneID	945782
b1225	UniProtKB/Swiss-Prot	P11349
b1225	ASAP	ABE-0004121
b1225	ECOCYC	EG10639
b1225	GeneID	945780
b1226	UniProtKB/Swiss-Prot	P0AF26
b1226	ASAP	ABE-0004123
b1226	ECOCYC	EG10641
b1226	GeneID	945807
b1227	UniProtKB/Swiss-Prot	P11350
b1227	ASAP	ABE-0004125
b1227	ECOCYC	EG10640
b1227	GeneID	945808
b1228	UniProtKB/Swiss-Prot	P76023
b1228	ASAP	ABE-0004129
b1228	ECOCYC	G6631
b1228	GeneID	945809
b1229	UniProtKB/Swiss-Prot	P02338
b1229	ASAP	ABE-0004131
b1229	ECOCYC	EG11016
b1229	GeneID	946224
b1232	UniProtKB/Swiss-Prot	P37051
b1232	ASAP	ABE-0004138
b1232	ECOCYC	EG11819
b1232	GeneID	945827
b1233	UniProtKB/Swiss-Prot	P37052
b1233	ASAP	ABE-0004140
b1233	ECOCYC	EG12119
b1233	GeneID	945828
b1234	UniProtKB/Swiss-Prot	P0AFR0
b1234	ASAP	ABE-0004144
b1234	ECOCYC	EG12120
b1234	GeneID	945725
b1235	UniProtKB/Swiss-Prot	P0AEV1
b1235	ASAP	ABE-0004147
b1235	ECOCYC	EG12121
b1235	GeneID	945855
b1236	UniProtKB/Swiss-Prot	P0AEP3
b1236	ASAP	ABE-0004150
b1236	ECOCYC	EG11319
b1236	GeneID	945730
b1237	UniProtKB/Swiss-Prot	P0ACF8
b1237	ASAP	ABE-0004152
b1237	ECOCYC	EG10457
b1237	GeneID	945829
b1238	UniProtKB/Swiss-Prot	P23331
b1238	ASAP	ABE-0004157
b1238	ECOCYC	EG10994
b1238	GeneID	945834
b1241	UniProtKB/Swiss-Prot	P0A9Q7
b1241	ASAP	ABE-0004164
b1241	ECOCYC	EG10031
b1241	GeneID	945837
b4771	UniProtKB/Swiss-Prot	P0DSE9
b4771	ECOCYC	G0-17017
b4771	GeneID	63925632
b1242	UniProtKB/Swiss-Prot	P25743
b1242	ASAP	ABE-0004168
b1242	ECOCYC	EG11342
b1242	GeneID	945836
b4711	UniProtKB/Swiss-Prot	A0A385XJE6
b4711	ASAP	ABE-0285316
b4711	ECOCYC	G0-16639
b4711	GeneID	38094952
b1243	UniProtKB/Swiss-Prot	P23843
b1243	ASAP	ABE-0004172
b1243	ECOCYC	EG10674
b1243	GeneID	945830
b1244	UniProtKB/Swiss-Prot	P0AFH2
b1244	ASAP	ABE-0004174
b1244	ECOCYC	EG10675
b1244	GeneID	945823
b1245	UniProtKB/Swiss-Prot	P0AFH6
b1245	ASAP	ABE-0004176
b1245	ECOCYC	EG10676
b1245	GeneID	945810
b1246	UniProtKB/Swiss-Prot	P76027
b1246	ASAP	ABE-0004178
b1246	ECOCYC	EG10677
b1246	GeneID	945802
b1247	UniProtKB/Swiss-Prot	P77737
b1247	ASAP	ABE-0004182
b1247	ECOCYC	EG10678
b1247	GeneID	945818
b1248	UniProtKB/Swiss-Prot	P0A8L7
b1248	ASAP	ABE-0004184
b1248	ECOCYC	G6633
b1248	GeneID	945819
b1249	UniProtKB/Swiss-Prot	P0A6H8
b1249	ASAP	ABE-0004186
b1249	ECOCYC	EG11608
b1249	GeneID	945821
b4595	UniProtKB/Swiss-Prot	A5A613
b4595	ECOCYC	G0-8891
b4595	GeneID	5061502
b1250	UniProtKB/Swiss-Prot	P31069
b1250	ASAP	ABE-0004189
b1250	ECOCYC	EG11606
b1250	GeneID	945841
b1251	UniProtKB/Swiss-Prot	P0AB55
b1251	ASAP	ABE-0004192
b1251	ECOCYC	EG11607
b1251	GeneID	949085
b1252	UniProtKB/Swiss-Prot	P02929
b1252	ASAP	ABE-0004196
b1252	ECOCYC	EG11012
b1252	GeneID	945843
b1253	UniProtKB/Swiss-Prot	P0A8Z0
b1253	ASAP	ABE-0004198
b1253	ECOCYC	EG11121
b1253	GeneID	946634
b1254	UniProtKB/Swiss-Prot	P0A710
b1254	ASAP	ABE-0004200
b1254	ECOCYC	EG11122
b1254	GeneID	946228
b1255	UniProtKB/Swiss-Prot	P21365
b1255	ASAP	ABE-0004204
b1255	ECOCYC	EG11123
b1255	GeneID	945844
b1256	UniProtKB/Swiss-Prot	P0A915
b1256	ASAP	ABE-0004210
b1256	ECOCYC	EG11124
b1256	GeneID	945128
b1257	UniProtKB/Swiss-Prot	P21363
b1257	ASAP	ABE-0004212
b1257	ECOCYC	EG11125
b1257	GeneID	946871
b1258	UniProtKB/Swiss-Prot	P21362
b1258	ASAP	ABE-0004222
b1258	ECOCYC	EG11126
b1258	GeneID	947133
b1259	UniProtKB/Swiss-Prot	P21361
b1259	ASAP	ABE-0004229
b1259	ECOCYC	EG11127
b1259	GeneID	947489
b1260	UniProtKB/Swiss-Prot	P0A877
b1260	ASAP	ABE-0004232
b1260	ECOCYC	EG11024
b1260	GeneID	946204
b1261	UniProtKB/Swiss-Prot	P0A879
b1261	ASAP	ABE-0004234
b1261	ECOCYC	EG11025
b1261	GeneID	945768
b1262	UniProtKB/Swiss-Prot	P00909
b1262	ASAP	ABE-0004238
b1262	ECOCYC	EG11026
b1262	GeneID	945519
b1263	UniProtKB/Swiss-Prot	P00904
b1263	ASAP	ABE-0004241
b1263	ECOCYC	EG11027
b1263	GeneID	945109
b1264	UniProtKB/Swiss-Prot	P00895
b1264	ASAP	ABE-0004244
b1264	ECOCYC	EG11028
b1264	GeneID	945846
b1265	UniProtKB/Swiss-Prot	P0AD92
b1265	ASAP	ABE-0004246
b1265	ECOCYC	EG11274
b1265	GeneID	945856
b1266	UniProtKB/Swiss-Prot	P77766
b1266	ASAP	ABE-0004252
b1266	ECOCYC	G6634
b1266	GeneID	945857
b1267	UniProtKB/Swiss-Prot	P0AFR4
